Player Name,Player Status,Year of Event,Statement Made,Event Description,Platform,Event Type,Media Tone,Post Status,Media Coverage,Sources,URL,title,max_similarity,most_similar_anchor_idx,most_similar_anchor_title
Morris,,2024,,,,Controversy,Positive,,High,ESPN,https://www.espn.com/nfl/story/_/id/40040058/raheem-morris-backs-kirk-cousins-says-no-qb-controversy,Falcons' Morris backs Cousins: No QB controversy with Penix,0.2172567477608682,9.0,"""Funny"" response after Facon's loss after being bantered about the game "
,,2024,,,,Controversy,Negative,,High,102.9 WBLM,https://wblm.com/newlgnad-patriots-snowplow-game-42-years-ago/,The 1982 Patriots’ Snowplow Game: A 42-Year-Old NFL Controversy That Still Lives On,0.1953674972580001,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
Harrison Butker,Playing,2024,,,,Controversy,Mixed,,Medium,NPR,https://www.npr.org/2024/05/23/nx-s1-4977336/harrison-butker-speech-roger-goodell-colin-kaepernick,Some NFL fans see disparities in its responses to Harrison Butker and Colin Kaepernick,0.4339099450684258,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
OL Dan Skipper,,2024,,,,Controversy,Positive,,Medium,NFL.com,https://www.nfl.com/news/lions-ol-dan-skipper-says-he-was-not-reporting-as-eligible-on-2-point-play-vs-co,Lions OL Dan Skipper says he was not reporting as eligible on 2-point play vs. Cowboys,0.1635972259152132,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
,,2024,,,,Controversy,Mixed,,Medium,The New York Times,https://www.nytimes.com/athletic/5781892/2024/09/20/german-bundesliga-relevent-controversy-united-states/,German football has a new controversy – about playing games in the United States,0.2225890323959397,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2024,,,,Controversy,Mixed,,High,The Portland Press Herald,https://www.pressherald.com/2024/07/11/what-are-the-top-5-quarterback-controversies-in-nfl-history/,What are the top 5 quarterback controversies in NFL history?,0.2003129778504124,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
,,2024,,,,Controversy,Negative,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/40766078/chiefs-harrison-butker-stand-saying,Chiefs' Harrison Butker will 'stand behind what it is I'm saying',0.511383586201985,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
,,2024,,,,Controversy,Negative,,High,Yahoo Sports,https://sports.yahoo.com/why-is-nfl-banning-hip-drop-tackle-and-what-does-that-even-mean-breaking-down-latest-controversial-rule-change-215134053.html,"Why is NFL banning hip-drop tackle, and what does that even mean? Breaking down latest controversial rule change",0.5983892067200401,29.0,"During the game against the Las Vegas Raiders, Dobbins left the game because of a hip-drop tackle. Lack of enforcement from the officials occurred. "
,,2024,,,,Controversy,Negative,,High,NPR,https://www.npr.org/2024/05/16/1251778598/nfl-harrison-butker-commencement-speech-backlash,The NFL responds after a player urges female college graduates to become homemakers,0.6737090208306488,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
,,2024,,,,Controversy,Negative,,High,Sports Illustrated,https://www.si.com/nfl/if-nfl-cared-about-broken-officiating-it-would-have-fixed-it-by-now,"If The NFL Cared About Its Broken Officiating, It Would Have Fixed It by Now",0.1831673685309731,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
Harrison Butker,Playing,2024,,,,Controversy,Negative,,High,Yahoo Sports,https://sports.yahoo.com/nfl-player-harrison-butker-stirred-183947816.html,NFL player Harrison Butker stirred controversy talking about women's roles and Pride Month,0.5381446288487336,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
Harrison Butker,Playing,2024,,,,Controversy,Negative,,High,NBC 5 Chicago,https://www.nbcchicago.com/news/sports/who-is-harrison-butker-and-why-is-he-at-the-center-of-controversy-an-explanation/3440096/,Who is Harrison Butker and why is he at the center of controversy? An explanation,0.6618375818228032,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
,,2024,,,,Controversy,Mixed,,High,New York Post,https://nypost.com/2024/03/25/sports/nfl-bans-hip-drop-tackle-and-its-already-a-huge-controversy/,NFL bans hip-drop tackle — and it’s already a huge controversy,0.6346248187316973,29.0,"During the game against the Las Vegas Raiders, Dobbins left the game because of a hip-drop tackle. Lack of enforcement from the officials occurred. "
Derek Carr,,2024,,,,Controversy,Negative,,High,Fox News,https://www.foxnews.com/sports/saints-derek-carr-fires-back-ex-nfl-stars-harsh-criticism-its-unfortunate,Saints' Derek Carr fires back at ex-NFL star's harsh criticism: 'It's unfortunate',0.5084000941239057,57.0,"Shows frustration about the Saints performance, putting blame on the quarterback Derek Carr"
Brett Favre,,2024,,,,Controversy,Mixed,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/41403341/favre-nfl-wolfe-bryant-mississippi-welfare,Threatened with jail over a scandal headlined by Brett Favre,0.1456210605518359,5.0,Made a racist tweet about white NFL playerss
Harrison Butker,Playing,2024,,,,Controversy,Negative,,High,CBS Sports,https://www.cbssports.com/nfl/news/who-is-harrison-butker-chiefs-kicker-facing-criticism-after-controversial-sexist-anti-gay-comments-in-speech/,"Who is Harrison Butker? Chiefs kicker facing criticism after controversial sexist, anti-gay comments in speech",0.5600142666596195,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
Lawrence Taylor,,2024,,,,Controversy,Negative,,High,NBC News,https://www.nbcnews.com/news/us-news/nfl-legend-lawrence-taylor-arrested-charged-report-move-sex-offender-rcna162700,NFL legend Lawrence Taylor arrested and charged with failing to report move as sex offender again,0.2149017582346102,19.0,Issues problems with family's flight under Alaska Airlines when they worked to visit him
,,2024,,,,Controversy,Negative,,High,Fox News,https://www.foxnews.com/sports/nfl-officiating-crew-center-cowboys-lions-controversy-gets-crucial-week-18-game,NFL officiating crew at center of Cowboys-Lions controversy gets crucial Week 18 game,0.2284266242091008,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
Bill Belichick,,2024,,,,Controversy,Negative,,Medium,Fox News,https://www.foxnews.com/sports/former-nfl-player-sparks-controversy-online-wearing-bill-belichick-mask-during-broadcast,Former NFL player sparks controversy online after wearing Bill Belichick mask during broadcast,0.2320908133332761,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
,,2024,,,,Controversy,Mixed,,Medium,cccadvocate.com,https://cccadvocate.com/13949/culture/nfl-chooses-super-bowl-halftime-show-controversy-ensues/,NFL chooses Super Bowl halftime show. Controversy ensues,0.2480568980973919,33.0,Reaction to Lil Wayne's tweet after the Bears defeat Green Bay in the NFL Playoffs
Patrick Mahomes,Playing,2024,,,,Controversy,Mixed,,High,Sports Illustrated,https://www.si.com/nfl/micah-parsons-proposes-change-quarterback-slide-rule-patrick-mahomes-controversy,Micah Parsons Proposes Change to QB Slide Rule Amid Patrick Mahomes Controversy,0.3417215934365828,69.0,Publicly backed up teammate Micah Parsons with contract issues under the Dallas Cowboys
,,2024,,,,Controversy,Positive,,Medium,Awful Announcing,https://awfulannouncing.com/nfl/sportswashing-saudi-arabia-deshaun-watson.html,Could NFL see next Saudi sportswashing controversy?,0.2847174134002284,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
,,2024,,,,Controversy,Negative,,Medium,Yahoo,https://www.yahoo.com/entertainment/nfl-players-slam-league-banning-180516213.html,NFL Players Slam The League For Banning Controversial Tackle,0.5824225538726298,29.0,"During the game against the Las Vegas Raiders, Dobbins left the game because of a hip-drop tackle. Lack of enforcement from the officials occurred. "
Brad Allen,,2024,,,,Controversy,Negative,,High,New York Post,https://nypost.com/2024/01/02/sports/referee-brad-allen-assigned-nfl-national-tv-game-after-lions-controversy/,Referee Brad Allen assigned NFL national TV game after Lions controversy,0.2323923612755981,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
Michael Strahan,,2024,,,,Controversy,Negative,,High,talkSPORT,https://talksport.com/nfl/2369413/michael-strahan-brett-favre-mark-gastineau-nfl-sack-record/,Michael Strahan in bitter controversy as debate resumes about 'fake' NFL record,0.1441034833320665,35.0,Announces his retirement and reflects on football journey 
,,2024,,,,Controversy,Negative,,Medium,CNN,https://www.cnn.com/2024/01/03/sport/nfl-lions-cowboys-eligible-receiver-reminder-spt-intl,NFL reminds players to ‘clearly’ report as eligible receiver after controversial officiating decision ends Lions-Cowboys game,0.1868388316287275,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
,,2024,,,,Controversy,Negative,,High,Yahoo,https://www.yahoo.com/entertainment/happened-deshaun-watson-nfl-contract-044309038.html,What Happened to Deshaun Watson? NFL Contract Controversy Explained,0.4799511821587671,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
,,2024,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/nfl-star-harrison-butker-breaks-160009277.html,NFL Star Harrison Butker Breaks Silence On His Controversial Commencement Speech,0.5115060850048376,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
,,2024,,,,Controversy,Negative,,High,New York Post,https://nypost.com/2024/01/03/sports/nfl-goes-defends-controversial-lions-cowboys-call-to-every-team/,NFL goes the extra mile to defend controversial Lions-Cowboys call to every team,0.2362038320783338,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Sparks,,2024,,,,Controversy,Negative,,High,The Times of India,https://timesofindia.indiatimes.com/sports/nfl/news/nfl-analyst-sparks-controversy-with-deshaun-watson-and-joe-flacco-comparison-over-230-million-contract/articleshow/113780123.cms,NFL Analyst Sparks Controversy with Deshaun Watson and Joe Flacco Comparison over $230 Million Contract,0.4384032447698442,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
,,2024,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/harrison-butker-becomes-nfls-highest-211524220.html,Harrison Butker Becomes NFL's Highest-Paid Kicker Months After Controversial Comments,0.5583252529360903,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
,,2024,,,,Controversy,Negative,,High,heavy.com,https://heavy.com/sports/nfl/tampa-bay-buccaneers/sapps-hiring-colorado-stiff-criticism/,Sapp’s Hiring at Colorado Met With Harsh Criticism,0.5759953883136893,1.0,Response to a tweet that praises Texas running back 
Tom Brady,Retired,2024,,,,Controversy,Negative,,High,SPORTbible,https://www.sportbible.com/nfl/tom-brady-nfl-slur-fox-commentator-josh-allen-784972-20241029,Tom Brady sparks outrage after using slur to describe NFL player during live TV broadcast,0.4000851583644232,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
